ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
PWY66-221__PK__MetaCyc	nicotine degradation V	10	6	Tb927.10.13630,Tb927.10.7620,Tb927.11.4700,Tb927.11.6210,Tb927.3.680,Tb927.8.6000,	60.0	2.23	4.12	0.0277164832957	0.563482417451	1.0
ANAGLYCOLYSIS-PWY__PK__MetaCyc	glycolysis III (from glucose)	32	14	Tb11.v5.0650,Tb11.v5.0732,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2020,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.3.3270,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	43.8	1.63	2.15	0.0280485127689	0.563482417451	1.0
PWY0-781__PK__MetaCyc	aspartate superpathway	32	14	Tb927.10.12260,Tb927.10.7410,Tb927.11.13730,Tb927.11.14870,Tb927.11.15750,Tb927.11.16930,Tb927.5.2640,Tb927.6.1570,Tb927.6.400,Tb927.6.4430,Tb927.7.4390,Tb927.9.12320,Tb927.9.7180,Tb927.9.9740,	43.8	1.63	2.15	0.0280485127689	0.563482417451	1.0
ANAEROFRUCAT-PWY__PK__MetaCyc	homolactic fermentation	32	14	Tb11.v5.0650,Tb11.v5.0732,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2020,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.3.3270,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	43.8	1.63	2.15	0.0280485127689	0.563482417451	1.0
PWY-7124__PK__MetaCyc	ethylene biosynthesis V (engineered)	47	19	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2230,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.8970,Tb927.2.5800,Tb927.5.2690,Tb927.5.3580,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.7.7500,Tb927.8.3690,Tb927.8.6170,	40.4	1.5	1.89	0.0282775754167	0.563482417451	1.0
GLYCOLYSIS-E-D__PK__MetaCyc	superpathway of glycolysis and the Entner-Doudoroff pathway	38	16	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	42.1	1.57	2.02	0.0287106449055	0.565219202115	1.0
PWY-7003__PK__MetaCyc	glycerol degradation to butanol	39	16	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.16480,Tb927.11.4700,Tb927.11.5520,Tb927.2.5180,Tb927.3.3270,Tb927.3.4990,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,Tb927.8.2540,	41.0	1.53	1.93	0.0370062658781	0.719859981486	1.0
PWY-7235__PK__MetaCyc	superpathway of ubiquinol-6 biosynthesis (eukaryotic)	16	8	Tb11.02.5400b,Tb927.10.10650,Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	50.0	1.86	2.75	0.040227325697	0.755533910218	1.0
PWY-7233__PK__MetaCyc	ubiquinol-6 bypass biosynthesis (eukaryotic)	16	8	Tb11.02.5400b,Tb927.10.10650,Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	50.0	1.86	2.75	0.040227325697	0.755533910218	1.0
PWY-7230__PK__MetaCyc	ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	16	8	Tb11.02.5400b,Tb927.10.10650,Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	50.0	1.86	2.75	0.040227325697	0.755533910218	1.0
PWY-5514__PK__MetaCyc	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	11	6	Tb11.v5.0650,Tb11.v5.0732,Tb927.1.3830,Tb927.10.2020,Tb927.10.2890,Tb927.8.980,	54.5	2.03	3.3	0.0474159135401	0.802088355806	1.0
PWY-6609__PK__MetaCyc	adenine and adenosine salvage III	11	6	Tb927.10.1390,Tb927.10.1400,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	54.5	2.03	3.3	0.0474159135401	0.802088355806	1.0
PWY-6353__PK__MetaCyc	purine nucleotides degradation II (aerobic)	11	6	Tb927.10.16120,Tb927.5.2080,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	54.5	2.03	3.3	0.0474159135401	0.802088355806	1.0
PWY-1042__PK__MetaCyc	glycolysis IV (plant cytosol)	28	12	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.3.3270,Tb927.5.3580,Tb927.6.4210,Tb927.6.4280,Tb927.6.4300,	42.9	1.59	2.07	0.0480884653741	0.802088355806	1.0
PWY-6342__PK__MetaCyc	noradrenaline and adrenaline degradation	6	4	Tb927.11.4700,Tb927.2.5180,Tb927.6.3050,Tb927.6.4210,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
CITRULBIO-PWY__PK__MetaCyc	L-citrulline biosynthesis	6	4	Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.210,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
PWY-6398__PK__MetaCyc	melatonin degradation I	6	4	Tb927.10.13630,Tb927.10.7620,Tb927.11.6210,Tb927.3.680,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
PWY-6599__PK__MetaCyc	guanine and guanosine salvage II	6	4	Tb11.v5.0270,Tb927.10.1390,Tb927.10.1400,Tb927.3.2960,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
PWY-6402__PK__MetaCyc	superpathway of melatonin degradation	6	4	Tb927.10.13630,Tb927.10.7620,Tb927.11.6210,Tb927.3.680,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
GLUCOSE1PMETAB-PWY__PK__MetaCyc	glucose and glucose-1-phosphate degradation	6	4	Tb11.v5.0732,Tb927.10.2020,Tb927.10.6440,Tb927.8.980,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
PWY-882__PK__MetaCyc	L-ascorbate biosynthesis I (L-galactose pathway)	6	4	Tb927.10.6440,Tb927.11.14780,Tb927.5.2650,Tb927.5.2690,	66.7	2.48	5.48	0.0481056663825	0.802088355806	1.0
